Episode,QDRL_4Q_5D_Reward
120,73.1335615119254
121,71.06226052287107
122,74.55611664391975
123,70.97455677683404
124,74.00100666722872
125,76.47958488769922
126,72.41916563023972
127,73.28546268695798
128,74.47348807404265
129,73.9425811681698
130,72.8197475063105
131,75.27545541516118
132,74.04603495949225
133,76.37072821629478
134,74.80076229096915
135,78.33959145406904
136,75.53935573890146
137,76.4209841047592
138,78.17748615167514
139,75.78595190999918
140,77.9521030251668
141,79.61456233889454
142,76.12598406152829
143,78.69810975727243
144,79.05909218612615
145,79.98686675203557
146,77.68576614663114
147,77.84789009475169
148,80.4351455492902
149,80.41006481408031
150,80.60890248919111
151,80.98436063134262
152,79.96400134906703
153,81.3500374625652
154,81.6769680393723
155,80.68969275784136
156,84.10127595809607
157,82.64406682299628
158,80.8654041855365
159,83.35424787303013
160,81.62700617835472
161,83.99244885938892
162,84.67534191668285
163,82.54645579135736
164,84.91048255554267
165,84.48971862250411
166,85.2059385334189
167,86.70046469821982
168,84.41032947113816
169,84.04613342653808
170,84.11829667643755
171,84.43286797385329
172,85.5141744485015
173,86.21815476154009
174,86.36232509051005
175,87.20892475395529
176,86.49253801909843
177,88.34337139719385
178,86.6029830809761
179,90.18232377009741
180,88.02310038265976
181,86.5637978159287
182,86.53136983686807
183,88.46517190967808
184,87.87885157081656
185,89.11212264110556
186,89.03820329680119
187,88.62875910926746
188,87.9719164111902
189,87.43406792406094
190,88.7849429171469
191,90.37929786888537
192,89.86326848652409
193,88.4708868649191
194,90.17069217128274
195,90.56931537793277
196,89.388127593207
197,90.65930395433674
198,90.72334839771591
199,89.6215758997206
200,91.36093468010722
201,91.73005878744445
202,92.42794407782178
203,92.54694298754485
204,90.17781856425006
205,90.78465694273872
206,92.42702219016607
207,92.56736897003981
208,92.70785384710136
209,96.23972921888178
210,93.0355780089736
211,93.73779291275594
212,93.68239662741351
213,93.50442033755519
214,92.66214084878257
215,93.85792751999918
216,92.45591790634386
217,93.10857486575387
218,92.9814307466977
219,93.65561048214883
220,95.9554672569884
221,91.97508128556282
222,94.57422253382599
223,92.44852003987934
224,93.66022712606878
225,95.26695942902639
226,94.3793991073738
227,93.38414932428871
228,93.82871295278963
229,95.2500295937707
230,94.00403639867015
231,94.98961175847646
232,94.91582252407413
233,94.34783056198317
234,97.04593272451896
235,95.71513348514249
236,93.32558283601395
237,95.45628305225834
238,94.75065573033235
239,96.21931939310365
240,94.78402310881955
241,95.47719933792702
242,96.11189649289895
243,96.50657511041993
244,94.70477089987585
245,95.5544013904428
246,95.49428028537977
247,95.39973960755887
248,97.62071682529815
249,96.46760109115684
250,95.05084603064236
251,97.03674820880441
252,98.15140991576442
253,97.2462759987902
254,95.0684623056905
255,96.02932748272306
256,97.60501869313784
257,95.94538824676525
258,96.99272506469798
259,97.32714198327878
260,95.91733322061692
261,96.71059991042844
262,94.05123105387
263,95.98984366036319
264,96.69335696438733
265,95.90247215374282
266,98.3727477834272
267,95.84983889878893
268,96.72616198763065
269,97.24780740417647
270,98.37946942618461
271,96.04218442485113
272,98.23199716348041
273,97.3263679262094
274,96.55862290794624
275,97.78300354339511
276,97.611603368089
277,97.0067746066545
278,97.59326003661224
279,97.26998004698945
280,97.71486168565168
281,98.19697847003565
282,98.97561070440123
283,96.76984361029929
284,99.48795902138156
285,96.29901509142415
286,97.76527534593022
287,98.39039109954733
288,98.1924316367982
289,97.53108463911434
290,97.8992369316599
291,97.72350717959856
292,97.69501068070471
293,98.84936510141173
294,98.5143943371602
295,97.75568385484567
296,99.01757083273615
297,98.61107388379897
298,99.03968683562523
299,98.94584019942089
300,97.89278755889502
301,98.14364859086068
302,99.1707073409705
303,99.11451961845395
304,98.69171999323251
305,98.8425394169149
306,99.74821444338869
307,98.41740353063416
308,99.30403244636095
309,98.80387001693434
310,98.84284374535525
311,99.85095038677096
312,99.70062382599495
313,99.74079812029322
314,100.14436204370995
315,99.26997159633483
316,99.79461940092845
317,99.13648277402912
318,99.64051760051161
319,99.36960826629509
320,99.5828180240744
321,99.98628796603546
322,99.04428944127179
323,101.13817879286931
324,99.02242190392195
325,98.93270940490912
326,100.63529593559372
327,100.4324969380962
328,100.36856944119384
329,100.42355600993898
330,100.03642923572052
331,99.48494356519575
332,100.20340322717037
333,99.74511925065042
334,100.9190474146119
335,100.2126137073208
336,99.8094502902796
337,100.20262771456802
338,100.74764774925582
339,100.14820053600754
340,100.03015518772152
341,100.79107546337976
342,100.84376353818395
343,100.39985669312117
344,100.4763125356459
345,100.98938508617208
346,99.94298321102971
347,100.02326417989096
348,100.52394445416292
349,100.90247543084622
350,101.29115663876858
351,102.08919565145396
352,101.73929493204109
353,101.13562040341849
354,101.27401376299085
355,100.69664748887197
356,101.36946235909453
357,101.24557908830943
358,101.67754254212943
359,101.00034503993828
360,101.8903547310357
361,102.56674584528956
362,101.58598662562937
363,101.94644178829718
364,102.1669908900869
365,101.53444239319423
366,101.96139335789668
367,101.87209243790132
368,101.96428574340518
369,101.47263078450793
370,101.9977468442916
371,102.32286639417022
372,102.93554748933765
373,102.67319075207907
374,103.42495725755863
375,101.70634888483313
376,102.72182182453264
377,102.34357225584858
378,103.56809008046366
379,101.8207736266193
380,101.83504982943492
381,102.00869135650028
382,101.14448354458035
383,102.1129083975758
384,102.0059334860791
385,102.56427079799633
386,102.70194103446089
387,103.615536978422
388,103.10347688723823
389,102.24753574110112
390,102.08779224585682
391,102.90783799810549
392,101.89540011696648
393,103.7121946671856
394,103.36015221152832
395,102.44571461638408
396,101.76411847579637
397,103.51070973438674
398,102.70285757300238
399,103.47670750357014
400,101.911640820432
401,102.48347392244575
402,102.83498083428263
403,102.87264361684602
404,102.6123966124764
405,103.21648144247605
406,102.30114303192659
407,102.82090405140288
408,102.97591121571668
409,103.20105041171973
410,103.3176233550919
411,102.3333306079553
412,102.12353703472213
413,103.64696086784275
414,103.1463861537284
415,102.57571010099163
416,103.81086181666592
417,103.05203515981118
418,103.62266537737281
419,103.03901286529344
420,104.0962546173797
421,103.93805541178756
422,102.88905489001824
423,103.53282083149713
424,103.36570770132683
425,103.7453573184326
426,102.5363135075848
427,103.39583171643149
428,103.59052642660903
429,102.14214155795726
430,102.44307852880205
431,102.00936611452826
432,102.91858588936701
433,103.42413732876265
434,103.82421705338301
435,103.1011628766939
436,103.88862268913208
437,102.37294716394457
438,102.21460047940737
439,103.04480705837686
440,103.26678032238274
441,103.06075617251992
442,102.05155801168938
443,103.03740272062923
444,102.43891704488097
445,103.41664146871034
446,103.2692324725251
447,102.63048810076575
448,102.84291487649014
449,102.58036930135152
450,103.06982358597672
451,105.24010208836344
452,104.81713320508574
453,105.14894160854766
454,104.92548872064886
455,104.87184226984022
456,105.02689067149635
457,104.82688053975195
458,104.93706022055414
459,104.79959113442051
460,105.4996562523506
461,105.07949766376551
462,104.92215278885992
463,105.12754970512441
464,105.06017192538121
465,105.04070823979303
466,105.2289023963196
467,105.26492753091455
468,104.98608085816893
469,104.9806507543181
470,105.05138264379939
471,104.61005741236909
472,104.78774609185614
473,105.42642972662479
474,105.49225994813932
475,105.0802483789164
476,105.26656687718588
477,105.21290538280334
478,105.82650727700188
479,105.40019945452758
480,105.13050607773539
481,104.95319869509697
482,104.81478288442312
483,105.21775956182447
484,105.01140905203684
485,104.86973038119521
486,105.04521062910632
487,104.95435620967477
488,105.56831683080671
489,105.39596326327997
490,105.20511247570067
491,105.53732434932878
492,105.23363323630642
493,105.03200978647162
494,105.56146338524407
495,105.34982289249672
496,105.0079570814589
497,105.19916637640277
498,105.05329475659155
499,104.94660409311507
500,105.45946686851217
501,105.68066489291074
502,104.95779057655363
503,105.39420680935714
504,105.1320854071421
505,105.17292658055807
506,105.15462822913737
507,105.09973012315062
508,105.30532766139017
509,105.11667943805276
510,105.36381441513966
511,105.29807600925848
512,105.26136247473184
513,105.11905700593388
514,105.19660774459732
515,105.49444553780523
516,105.44320803276267
517,105.12267478282155
518,105.36430378206956
519,105.51245178643767
520,104.9845547634853
521,105.47602099300963
522,105.21534202853626
523,105.49126730960118
524,105.2024129427001
525,104.97782742552211
526,105.02139002901625
527,105.3945514528125
528,105.44560981323608
529,105.19399318372807
530,105.5378782251287
531,105.03627076609763
532,105.39165636420482
533,105.14412973632795
534,105.27147857694857
535,105.42960849267126
536,105.23415636103981
537,105.34307906276969
538,105.65326636339823
539,105.30913230046203
540,105.62403247282616
541,105.19574075799835
542,105.56489284087694
543,105.76950351341794
544,104.91258120823152
545,105.28497196189478
546,105.59115130207253
547,105.4233918246351
548,105.55353940571237
549,105.34279447994356
550,105.49846256603792
551,105.44886238406473
552,105.74367825691675
553,105.54634918029177
554,105.56821444164174
555,105.40684836688997
556,105.39366087489478
557,105.40919721474935
558,105.59451741908087
559,105.41845079312603
560,105.57809812475897
561,105.97416630936956
562,105.71240560712518
563,105.45216196384378
564,105.79123147825229
565,105.44021279731548
566,105.08457402652252
567,105.31410096073077
568,105.12717013835947
569,105.46422110829766
570,105.54836055699599
571,105.91582331724777
572,105.62157332138715
573,105.50403241686992
574,105.73723149478577
575,105.07078219708308
576,105.61147830377098
577,105.73158549940135
578,105.23899864910146
579,105.81814588946298
580,105.64316100537849
581,105.47943918708172
582,105.71206373447953
583,106.07439134775856
584,105.61677423474259
585,105.63323402618443
586,105.4793646007432
587,105.39519297504108
588,105.76650317278194
589,105.39709681990422
590,105.60272081607529
591,105.48336721361743
592,105.69523726904048
593,105.6646111050405
594,105.82074148464814
595,105.48148951621506
596,105.53546389879259
597,105.38058413284179
598,105.49917558578713
599,105.68086604307022
600,105.7652688429925
601,105.39665768240593
602,105.79158107908917
603,105.89917257837011
604,105.69248289445774
605,106.01494750858294
606,105.4322740325798
607,105.32906863600876
608,105.21188880403166
609,105.93258096561807
610,105.74758479725882
611,105.59149785643545
612,105.66535053707993
613,105.35610946766234
614,106.14167062613134
615,105.63185035803731
616,105.62723330696302
617,105.76250799310898
618,105.70826227377785
619,105.65122356292848
620,105.4275213755636
621,105.70453324237454
622,106.01416774838972
623,105.895354580423
624,105.94903065438969
625,105.48515715954123
626,105.3789341267088
627,105.56792420296257
628,105.60673450715811
629,105.83400243889976
630,105.2196709674711
631,105.92717477674988
632,105.55450017604231
633,105.49386403092781
634,105.36355867120089
635,105.22052482877257
636,105.76399047477878
637,105.59725063820541
638,105.29548522944842
639,105.2924435667637
640,105.50150099460068
641,105.94049970469325
642,105.5140749785269
643,105.23829266687933
644,105.51264879612667
645,105.50437054117117
646,104.96864162449712
647,105.54752848915896
648,105.50611437343991
649,105.70746214981796
650,105.9583742825146
651,105.79668610684705
652,105.48685507846173
653,105.29967488704929
654,106.106281232591
655,105.55013340882908
656,105.53706517029927
657,105.52552099200607
658,105.57116768344112
659,105.49252334791768
660,105.3947040250765
661,105.39716151136597
662,105.50675972301151
663,105.39084148747189
664,105.34993327875014
665,105.52647373250338
666,105.44319955213004
667,105.82634459937285
668,104.9083609584256
669,105.72775100838302
670,105.75774088580847
671,105.0233768497579
672,105.39999036920776
673,105.38946244612325
674,105.15726400379026
675,105.29147388345008
676,105.21388418902572
677,105.83926854839372
678,105.65511785103834
679,105.72445218845439
680,105.59886183431365
681,105.18702950209946
682,105.31529690159871
683,105.53356835562397
684,105.15219712503254
685,105.57302947114746
686,105.3583486773815
687,105.32375661133484
688,105.55757239043538
689,105.4937908358347
690,105.31148038724507
691,105.64073449649806
692,105.14258660428976
693,105.51061521580492
694,105.50023141068402
695,105.29624023868801
696,105.43063328288935
697,105.07813551398895
698,105.55111653412365
699,105.30155650863851
700,105.2215953029732
701,105.56169149346405
702,105.17022536986197
703,105.00954815729142
704,104.97113775537714
705,105.44106349843496
706,105.02015133229727
707,105.68196508261558
708,104.83191131070127
709,105.65714320362018
710,105.32429603699106
711,105.25050784164921
712,105.14577897638786
713,105.34731226938027
714,105.24502932577427
715,105.48980829099578
716,105.26595195532805
717,105.26759613843981
718,105.14821163376335
719,105.20932435749931
720,105.28318518114034
721,104.83281928876745
722,104.90601505877575
723,105.3596662739365
724,105.22724453244561
725,105.1426582462619
726,105.18064581534125
727,105.24649026874634
728,105.04468413292724
729,104.98559107301901
730,105.19326965866861
731,104.92828688364025
732,105.22667016089778
733,104.75559315801199
734,105.34986499542245
735,105.220694487984
736,105.16630582952915
737,105.31941238973045
738,105.46285155758041
739,105.31282200628446
740,104.67786916546501
741,104.79454384882247
742,104.9317692507871
743,105.0681380887441
744,105.16944281928807
745,104.88904592555474
746,105.08294283152293
747,104.86880822419059
748,104.89359152462495
749,104.7117885178109
750,104.81126760931602
751,104.71013062238184
752,104.78592968175818
753,105.22554270630725
754,104.77799352344483
755,105.55910605803562
756,105.08163452612115
757,105.00689388102195
758,104.77052023182249
759,105.10656069195763
760,104.81899123813015
761,104.9656191272257
762,105.49514824064943
763,104.9039573030863
764,105.17110051348381
765,104.75674142676972
766,104.89693348354075
767,105.28740954809078
768,104.75311574939934
769,105.28301580539164
770,105.03322558325598
771,104.74703580144525
772,105.00318271262012
773,105.07130657101133
774,104.98745230851503
775,104.49853302171631
776,104.67736031631061
777,104.77624499191668
778,104.80771376311371
779,104.95404929781435
780,104.850031129194
781,104.5106206338232
782,104.88152426859205
783,104.92571966892818
784,104.90808132834044
785,105.01626321781251
786,104.95554660241159
787,104.86672469194993
788,104.7439198697343
789,104.38762690353082
790,104.84126785138592
791,104.78618903625556
792,104.79402416997648
793,104.4472052048676
794,104.48410530460983
795,104.94751480534211
796,104.70103885067094
797,104.85362810285935
798,104.70392289476032
799,104.69827281690418
800,104.89222199754145
801,104.56638305610659
802,104.69521380164598
803,104.56656275002379
804,104.56691271858114
805,104.58876582626004
806,104.69997888870917
807,104.5401552128269
808,104.91616211067185
809,104.43754412370035
810,104.58775475326576
811,104.52668198153474
812,104.93636245266536
813,104.65592275962997
814,104.83438946032386
815,104.2753135623403
816,104.65569197581588
817,104.7875153080038
818,104.60480681380625
819,104.81607064642333
820,104.46287558622112
821,104.88180363801986
822,105.07262763179304
823,104.48222369685703
824,104.45927164948405
825,104.87231728961531
826,104.89542613302902
827,104.42829623803604
828,104.44634771620532
829,104.47231831632804
830,104.23411321911702
831,104.32343012722399
832,104.30032415999182
833,104.34808210450407
834,104.50519070911857
835,104.5602343155945
836,104.84576523742368
837,104.28102813960069
838,104.71329117183618
839,104.44580069163104
840,104.47819844394277
841,104.63380764283558
842,104.23468050863441
843,104.5622070234281
844,104.51115983091873
845,104.57940943195588
846,104.53128380019584
847,105.00449639281985
848,104.32075872069284
849,104.3410411966927
850,104.31763682740461
851,104.32945854251179
852,104.3084429872261
853,104.70732564113482
854,104.75539630160371
855,104.31453435956553
856,104.25426359983605
857,104.53844691429023
858,104.31067074141887
859,104.5689000421016
860,104.47186449736722
861,104.09139551470986
862,104.76301977454071
863,104.81544296717907
864,104.28338965945991
865,104.33083435785088
866,104.47701703720021
867,104.48577768802923
868,104.55522023135029
869,104.85080169158607
870,104.36791754874895
871,104.22958296329858
872,104.10019383532328
873,104.24134856171023
874,104.39344783361553
875,104.79419467140296
876,104.28424727950782
877,104.44615865101686
878,104.39218956472918
879,104.65620022637631
880,104.94970377763805
881,104.27608630317332
882,104.28437340377361
883,104.62101197667158
884,104.54063305367274
885,104.79628669342056
886,104.51794321476318
887,104.30997641450114
888,104.5185800667468
889,104.63223972004563
890,104.56859345806288
891,104.49952353624681
892,104.62250087442335
893,104.6450598738551
894,104.69194530604828
895,104.53071493414183
896,104.35143401191894
897,104.42075087339141
898,104.65425218123043
899,104.20951300118935
900,104.47083772071875
901,104.30375770078196
902,104.3972504383304
903,104.67289179352585
904,104.43445122082748
905,104.40347350057034
906,104.09500788086588
907,104.55934126136994
908,104.53823143949587
909,104.87327031375487
910,104.33084203405497
911,104.44803459869082
912,104.45602321094013
913,104.74960446212349
914,104.38307399251985
915,104.46696599615221
916,104.54092836789884
917,104.44992227522683
918,104.31239688508603
919,104.45512258345344
920,104.65049837023996
921,104.1904083083599
922,104.44750256367615
923,104.26629506321227
924,104.685368718253
925,104.08955812323377
926,104.3039607286073
927,104.51223748652491
928,104.77605607240218
929,104.41962773091461
930,104.3144624936098
931,104.85303564392
932,104.12325331804502
933,103.96077442291745
934,104.54406981196765
935,104.33962860940039
936,104.22828168624598
937,104.61172159981311
938,104.51250696018059
939,104.33781790232293
940,104.1833488290555
941,104.66011261576693
942,104.61442748584221
943,104.45283017342354
944,104.88422844231057
945,104.24592227880537
946,104.14915057231812
947,104.33602344157937
948,104.4817426835786
949,104.54888531071441
950,104.44590770224522
951,104.58011014049437
952,104.23104624305654
953,104.82778805987822
954,104.49590880159442
955,104.76365594989258
956,104.59716514381063
957,104.62621116680575
958,104.65507863085669
959,104.63227384562552
960,104.67926814216108
961,104.83441617418171
962,104.5894123320912
963,104.70637439204347
964,104.53490768967158
965,104.87577064064692
966,104.41447243326628
967,104.96385733351106
968,104.56322443091942
969,104.2617336686223
970,104.60916766359034
971,104.43566853512314
972,104.77499060548725
973,104.45105399826981
974,104.50108549351681
975,104.188192986844
976,104.50906137329342
977,104.08002203375844
978,104.26955267787892
979,104.79006660938718
980,104.8004429559306
981,104.72598574440688
982,104.42449428318078
983,104.63160145112644
984,104.64619843026772
985,104.39706708171936
986,104.98759370679798
987,104.85482614864544
988,104.61817543994896
989,104.67770345473298
990,104.72265284522186
991,104.2326652036363
992,104.6325234299973
993,104.54193797159277
994,104.47670576688508
995,104.64032251503085
996,105.10277190820547
997,104.8533956104598
998,104.59189225980373
999,104.84867258472283
1000,105.03572571253191
1001,104.93645960750051
1002,104.75134022443402
1003,104.60108458996619
1004,104.9022158669299
1005,104.84037562469061
1006,104.95595862129942
1007,104.90396547908915
1008,105.00034427253509
1009,104.65690846960592
1010,105.06970612629706
1011,104.8285713619107
1012,105.24687678631878
1013,104.64391707607336
1014,105.18266761933192
1015,104.84951045602338
1016,104.66786906899671
1017,104.70993266941953
1018,104.75111237846308
1019,104.92010037280521
1020,104.94699573164621
1021,104.71093810258574
1022,104.83696553186516
1023,105.31878486138592
1024,105.23269626611459
1025,104.9537680546544
1026,104.87126553258962
1027,104.89442657234363
1028,105.00809469482583
1029,104.65319274124657
1030,104.82665509661766
1031,104.52124389554643
1032,104.98119872983585
1033,105.04077196456555
1034,104.7970881882834
1035,105.25464696417018
1036,104.64366159140332
1037,104.59610640393804
1038,104.97256498584188
1039,105.15844098104904
1040,105.30341347280111
1041,104.83684032788257
1042,105.17992479877917
1043,104.93893717700887
1044,104.9141981495986
1045,105.1513207676622
1046,105.1051375761752
1047,104.61950199583971
1048,105.2957988762212
1049,105.27920106842951
1050,104.84254663611327
1051,105.07180440838827
1052,105.09793847094511
1053,105.05109051924123
1054,104.87713114905061
1055,104.85486194096535
1056,105.00138207390474
1057,105.26935261797571
1058,105.1352552029806
1059,104.93840092308069
1060,105.19394397913553
1061,104.40168566666556
1062,105.28524819256681
1063,104.65389664535834
1064,104.96096918581124
1065,104.79840925261198
1066,104.76389441106807
1067,105.30805056189749
1068,104.95367472830323
1069,105.13665553333499
1070,105.05391258113579
1071,105.17294864926365
1072,105.08861856686678
1073,104.79313047290762
1074,105.29819081283547
1075,104.97396077274239
1076,104.74366549740172
1077,104.99540509509136
1078,105.42318456530016
1079,105.28344269355269
1080,105.02301591888994
1081,105.02615662074862
1082,105.03545545928951
1083,105.56626899678298
1084,105.1965264209715
1085,105.21017238140685
1086,105.3452341071904
1087,105.17405934469495
1088,105.06743542675032
1089,105.0840712297273
1090,105.11430349692041
1091,105.12459809980166
1092,105.295539919737
1093,105.14950673340635
1094,105.30181905323447
1095,105.12538216457848
1096,105.16288271691005
1097,104.70836319260614
1098,105.3518846334215
1099,105.2287856832983
1100,105.37432623639101
1101,104.51973340084788
1102,105.6184370374139
1103,105.13030902736506
1104,105.40678192190265
1105,104.93610386718127
1106,105.30153312053238
1107,104.93674906852087
1108,105.03298662254541
1109,105.59295540385615
1110,105.13150825116068
1111,105.22282040703466
1112,105.36786356515859
1113,105.28689864523054
1114,105.21227702319052
1115,105.2607485908269
1116,105.71041679128015
1117,105.17013313008978
1118,105.2281305046376
1119,105.41604752249106
1120,105.4290693505351
1121,105.44788551891777
1122,105.32807970182459
1123,104.93685305752031
1124,105.54835894483855
1125,104.93743258559556
1126,105.25676755535478
1127,105.02474079611736
1128,105.17699926960155
1129,105.26380010577442
1130,105.2624680446882
1131,105.28482349321976
1132,105.54718325168207
1133,105.29204453710541
1134,105.13858713114713
1135,105.40436976959387
1136,105.45385753386638
1137,104.92193821421255
1138,105.32321238196478
1139,105.34574939194967
1140,105.12566910296064
1141,105.4933650055701
1142,105.15720855401396
1143,105.21729382952786
1144,105.15097250240653
1145,105.19179218365562
1146,104.94643609778757
1147,104.86999273028235
1148,105.53671799000156
1149,104.99865414612862
1150,104.96587408916047
1151,104.709165533155
1152,105.04120711738683
1153,104.88950289603929
1154,105.54056676338742
1155,105.40016102860372
1156,105.02522334183529
1157,105.67070500703261
1158,105.38964807792274
1159,105.10062541209913
1160,104.62058609583775
1161,105.6727684430992
1162,104.86129985245533
1163,104.80320209957344
1164,105.38827898529131
1165,105.6981226604457
1166,105.46392111323387
1167,105.28138573976841
1168,105.28605737344687
1169,105.34078994731591
1170,105.3177717276212
1171,105.21038066789181
1172,105.16909652301443
1173,105.12999854137732
1174,104.97543701773809
1175,105.07704479053861
1176,104.76377121421228
1177,105.11196017967418
1178,104.9134232784115
1179,104.8853878077669
1180,105.16496449756681
1181,105.42878529427783
1182,105.32167862971143
1183,104.77119071360126
1184,104.89598272676562
1185,105.31761937315935
1186,104.89140053754777
1187,105.0549763220375
1188,105.22220527598373
1189,104.88490713952895
1190,105.11782610881426
1191,104.79781051327429
1192,104.95560049443401
1193,105.15481187519715
1194,104.73051351977654
1195,105.17434329887901
1196,105.06954029374121
1197,105.19178581133167
1198,105.11583283033963
1199,105.36297323868791
1200,105.08665992509711
1201,104.96084772364583
1202,105.07838767695449
1203,105.16713261630939
1204,105.05444130055359
1205,105.04866818207564
1206,104.88130733827946
1207,104.88587707340666
1208,104.71907484508375
1209,105.40845128610735
1210,104.74575526704103
1211,104.86279190649998
1212,104.85297314019664
1213,105.20366433589152
1214,104.93761755788135
1215,105.27270327673274
1216,104.8456943817585
1217,105.05087284844568
1218,104.80131986590528
1219,105.45260214284221
1220,104.71494259797707
1221,105.03989229115959
1222,105.10665347856006
1223,105.05372332159267
1224,104.91736410115013
1225,104.92498239808225
1226,104.95857353546373
1227,104.91196392244198
1228,105.15170521315932
1229,105.42129321181105
1230,104.80763601171503
1231,104.62421412410993
1232,104.90141664324008
1233,105.48362482169526
1234,104.73451341874961
1235,105.26714438657243
1236,105.27083437315332
1237,104.77513775707806
1238,105.01727673063652
1239,105.24550813789061
1240,104.79900119033405
1241,104.83275885432249
1242,104.74470364520764
1243,104.64454439776225
1244,104.72005861925695
1245,104.58873384027757
1246,104.86059315330382
1247,104.6787886962306
1248,104.89469850521793
1249,104.49604699739736
1250,104.90621262068844
1251,105.01186762501148
1252,104.38493990933814
1253,104.90092376699985
1254,105.0837880054668
1255,104.542650104383
1256,105.17180901248818
1257,104.89110174765595
1258,104.63889281670541
1259,104.77680833017136
1260,104.90699665470572
1261,104.79597909229713
1262,104.89288422291872
1263,104.56691739862579
1264,104.80184120022763
1265,104.4486902630345
1266,104.73037361305424
1267,104.55113067642141
1268,104.58333275264384
1269,105.01226164572282
1270,104.97559485717744
1271,104.86471702690086
1272,104.48561321591731
1273,104.65154376924379
1274,104.9832837902472
1275,104.74284659095204
1276,105.21720668724201
1277,104.78878901303062
1278,104.73983520928402
1279,104.62492534334108
1280,104.71767860104549
1281,104.65014777436406
1282,104.83489030538414
1283,104.88502070471151
1284,104.49709366769129
1285,104.37263142021676
1286,104.25705578372656
1287,104.76832513230325
1288,104.40940104032961
1289,104.17410979113592
1290,104.72886720869664
1291,105.18750495712904
1292,104.63340634660439
1293,104.81493931579102
1294,104.64423649040758
1295,104.60027505035602
1296,104.82005916284845
1297,104.54986907788778
1298,104.66845925946656
1299,104.67634702015201
1300,104.45457197751142
1301,104.81581812770712
1302,104.55513388797043
1303,104.42345733847627
1304,104.70389041317411
1305,104.38437371388898
1306,104.58445710227485
1307,104.57251450256963
1308,104.80972469144284
1309,104.67161250231844
1310,104.55806910471976
1311,104.73992536118071
1312,104.86235043890254
1313,104.67575797229028
1314,104.55189978596961
1315,104.2576489679175
1316,104.30860752684369
1317,104.47251218789033
1318,104.40234814968065
1319,104.49213709717199
1320,104.54261506488216
1321,104.64361773463197
1322,104.50856138840793
1323,104.62814040177552
1324,104.5323870395635
1325,104.08074692934453
1326,104.3058975320338
1327,104.47810919356176
1328,104.24098868688017
1329,104.63647539916506
1330,104.83868281158448
1331,104.76752930659698
1332,104.4499863696944
1333,104.82250418644836
1334,104.52491093767726
1335,104.41576435366602
1336,104.35275383571685
1337,104.41899869477537
1338,104.39804363589799
1339,104.51889596819788
1340,104.51475432922443
1341,104.47818405102998
1342,104.57178883499142
1343,104.73581617619388
1344,104.68105091023313
1345,104.14381028853168
1346,103.90702824961997
1347,104.67290892429908
1348,104.16517782190364
1349,104.41504063650211
1350,104.20572768661478
1351,104.0654463519472
1352,104.57979963298268
1353,104.62655435139494
1354,104.3316372099818
1355,103.88743666415347
1356,104.3363561276568
1357,104.54185846180305
1358,104.12950070484744
1359,104.49446834479062
1360,104.45009738876742
