Episode,QDRL_2Q_Reward
231,59.85782538892031
232,59.51941405939232
233,58.114962106006665
234,63.79570052596731
235,60.74657771607929
236,55.381676281605564
237,59.871690686326204
238,58.17806048642742
239,61.252995059112315
240,57.96125067911884
241,59.35135904304153
242,60.62401493872596
243,61.376465467135674
244,57.264083715596215
245,59.03496234137105
246,58.7915193212861
247,58.47543574478098
248,63.34702714548875
249,60.67505818011959
250,57.403461830092375
251,61.79098918881799
252,62.069493205056034
253,59.111757210581686
254,58.72798362998331
255,61.726829304314066
256,60.1383762964614
257,58.29793613261442
258,57.92836049515555
259,57.64339755408981
260,60.79632531549757
261,57.79034441096356
262,60.71622531189593
263,61.68611795544299
264,59.686357084562395
265,60.1962710250405
266,62.337261720712334
267,58.71323903847983
268,57.41528297960904
269,62.47252711854076
270,60.209857893930675
271,60.56443591633801
272,63.27917663296084
273,60.385279191847424
274,62.43388421335953
275,63.16583908034402
276,60.96977485686475
277,63.345798651643825
278,62.503664155902186
279,61.2480316069627
280,62.113983113507096
281,64.73503152951255
282,64.29944447000862
283,62.890703783609865
284,62.37123212166435
285,62.83426555238327
286,64.34126500409599
287,67.3227535696466
288,61.113901504911155
289,65.06405514733032
290,64.86736150173122
291,62.07457301188018
292,62.61070378428294
293,63.7347305871848
294,63.51742681615073
295,63.17067750231097
296,64.8137958710808
297,63.50172452891378
298,65.00925619784769
299,62.017252421438016
300,64.37930611721086
301,67.66788672960826
302,64.68549729122573
303,63.1992633854774
304,64.64023941094378
305,63.72394782835703
306,68.24519944987006
307,66.21211470180106
308,64.79503501297924
309,65.65392619209184
310,64.26749883483913
311,66.71956475740984
312,67.65400598672868
313,64.50861644389634
314,66.34806606355733
315,64.5704934279
316,65.02254430431672
317,65.21954908498215
318,66.52928921219845
319,69.77590688975398
320,65.28527002124689
321,67.30619594687718
322,69.81911103834564
323,65.61294913290736
324,69.00593484836952
325,68.8211622507629
326,65.47015908326964
327,66.68211354907932
328,67.75883302110587
329,66.37272987408622
330,67.5888071664388
331,64.60099138955671
332,68.99793405388422
333,65.30165325755505
334,66.87836953526231
335,66.7872309197113
336,69.8512199376536
337,68.41400731385804
338,69.12049029517725
339,67.8643617925306
340,63.414868953396486
341,62.889056852211795
342,67.85375208135048
343,66.66347968475118
344,64.00992804245448
345,66.36887758585434
346,66.37636288995336
347,66.23897002111896
348,67.56504884310527
349,64.63379745896765
350,64.3797661371749
351,67.94822992419711
352,67.09413980397146
353,64.72752799261366
354,64.24849204675122
355,63.911549576624004
356,66.06317720005566
357,66.3312755857456
358,65.50598115467693
359,67.19466567003037
360,64.77345479727252
361,61.6597777049604
362,68.11539037201064
363,65.19955861621347
364,66.13968471057002
365,67.51666871689508
366,63.80011521624785
367,65.79635569057702
368,62.8820824683689
369,63.436351265012455
370,66.84422118486924
371,67.84841799545067
372,63.69201032836379
373,66.10638739971581
374,64.78698093605384
375,62.66114651664827
376,68.38305136319826
377,65.99274591242701
378,64.1263896267161
379,63.43966122563214
380,63.47060109522047
381,64.80499499769836
382,63.29177033718779
383,66.16128048887563
384,63.13584800562056
385,66.12002920579495
386,65.74707616575878
387,65.7849141429105
388,61.67284744752543
389,64.87345615250129
390,63.2315660650638
391,61.93254577779843
392,62.71884379124004
393,64.89681537573163
394,64.1690917956946
395,63.85764041851435
396,62.93196547683825
397,67.3652055890334
398,63.559141794782555
399,64.60826507982894
400,63.95906574566196
401,64.76445704691236
402,65.50669264765538
403,64.41691551725668
404,64.43174938508733
405,64.50487401375729
406,68.80333923325506
407,64.78283960186327
408,64.70676923522778
409,63.75650500990636
410,64.93835013838742
411,68.44039368546929
412,65.30978825416219
413,62.02513278296015
414,67.13802585175891
415,67.84814769597288
416,65.3076143969527
417,69.91352145239316
418,66.60228256503693
419,64.85134370066766
420,64.93702825809366
421,65.66925512238183
422,67.12684323117202
423,65.81580727834036
424,65.13546909637253
425,67.50430789591258
426,65.44141070217876
427,69.34443382907536
428,70.31718882072954
429,65.23084061820906
430,69.89589151999144
431,67.42724540037831
432,65.76282586247562
433,67.95419880380112
434,69.05230011684363
435,68.33172896253993
436,68.85115022972546
437,70.40378077795972
438,67.4490176846115
439,68.19443878688384
440,70.31220189766722
441,71.13470845942297
442,68.02374021107029
443,66.11371236780896
444,69.05611920586078
445,66.91618863972602
446,71.87413483368657
447,66.78136182986917
448,68.89332203246161
449,69.34690234137092
450,70.66608460000748
451,71.45900200559663
452,67.90993016144947
453,69.89645439127544
454,69.84613789255863
455,69.7335950201488
456,69.16063218212544
457,69.24439882810964
458,70.37269535443431
459,72.70661562005601
460,72.10612604229571
461,67.0561928993268
462,69.86963234855729
463,69.2742690813312
464,73.40935568043297
465,72.68605563578964
466,68.87220601844774
467,71.52193034258444
468,71.92380596265123
469,70.21748632236772
470,71.56793045773696
471,72.74614671892972
472,71.90510111146057
473,70.4513458495399
474,68.97119289900164
475,70.69508173763744
476,72.68020326234294
477,68.77701642480217
478,71.99667675930493
479,73.83070024691852
480,73.74012939864011
481,70.89210649356737
482,71.67750959671119
483,72.78888776030185
484,71.27107230322999
485,70.93319891804202
486,68.30720461408833
487,72.17015874240573
488,70.68839648320332
489,71.50723915046436
490,69.71100516409433
491,69.37313011707118
492,68.20938704885555
493,71.60215511913755
494,72.37283866866677
495,72.3899667726379
496,68.76008198551008
497,70.7725435646292
498,69.56062571741288
499,69.47875689412491
500,68.42488100544612
501,68.47426111047012
502,72.1882674231921
503,74.60738053279947
504,70.75339003234018
505,71.51482985674141
506,70.57477173978889
507,70.1956895432558
508,69.21368126296322
509,73.01041235447646
510,73.03332846352546
511,69.31645717383037
512,71.65312791392682
513,67.68575551941193
514,69.69389173877155
515,70.99864775169696
516,67.94944530361818
517,70.91587410397815
518,71.60807220062382
519,70.62213502587878
520,67.33751232178302
521,70.18279569039977
522,67.88282781479582
523,71.43391894230331
524,70.84490619264002
525,69.83069503723836
526,68.98254497701357
527,69.05409797936993
528,69.27976319127963
529,69.01573692712594
530,68.37970821034075
531,69.07318776550505
532,70.04443757612279
533,67.49341045503836
534,71.11125815991385
535,71.3890394014018
536,71.92430157438602
537,69.25620911619612
538,72.02756528877278
539,69.06163758641225
540,69.45480475965057
541,68.52493730995153
542,68.78846088301117
543,70.33813324005712
544,68.52248763519687
545,69.7489769994141
546,71.13390742305762
547,70.74482259818281
548,70.96395393632571
549,73.96587675771134
550,69.54660916519154
551,69.57428037241523
552,72.2527771593729
553,69.6891514713145
554,71.31977465936743
555,71.63574064743156
556,68.5071948413205
557,73.52679296565701
558,70.35515024762802
559,71.51624093101563
560,74.09626239486528
561,70.01042087521219
562,70.20384772521547
563,74.04647466844362
564,71.811903809
565,73.33883395638958
566,70.89225687564144
567,73.3239115273131
568,74.61159951449498
569,71.45559536432226
570,73.72742203397421
571,72.945434850846
572,74.02720805555438
573,73.36708867378147
574,72.73605632972215
575,71.42796515679711
576,72.15991707600902
577,74.72294287366934
578,73.02358772264381
579,74.1577408596584
580,75.8461108825235
581,73.60100515984716
582,75.69381616770345
583,73.90155482647398
584,73.87178154039387
585,73.98683221352816
586,72.31063816792988
587,72.88888013384751
588,71.79204094310305
589,74.6558539221901
590,74.10851772458041
591,75.27599304979188
592,71.20141429463595
593,73.75435640330979
594,75.59670148182987
595,73.83980532505521
596,76.00169597380724
597,74.67700434547282
598,73.35272656098512
599,73.97475570965004
600,75.39639340047832
601,75.37423028790478
602,75.95892441080372
603,76.17136267318885
604,75.95947091414222
605,76.00211927257376
606,76.09826058485073
607,75.9551321528564
608,75.66180384897037
609,75.97992102467782
610,73.53935558639361
611,74.6482056955307
612,74.72086644723221
613,72.98258236496646
614,72.2459270278201
615,76.39290007932541
616,75.51651192843539
617,75.68699287795309
618,74.11581150851188
619,75.88951791308517
620,75.80982111575103
621,72.87099182908092
622,74.79711892249108
623,75.35745384512536
624,75.7144105051086
625,76.53880613671147
626,76.02981518496009
627,74.77250087933287
628,76.21747898217946
629,76.52477635765966
630,74.84654908908693
631,75.8455609496973
632,74.55892995975101
633,75.67429099819277
634,74.76623695601334
635,75.99770815497595
636,74.54808590406412
637,76.86377158505036
638,75.86357162085125
639,75.36560878837426
640,73.70881942869045
641,72.74809636263909
642,75.7584067688503
643,75.38711716849883
644,72.85486125203718
645,76.29722382958214
646,74.13117128068136
647,74.65153128912742
648,75.86900071532364
649,72.37748989188078
650,75.68721864924524
651,74.98490784878489
652,74.72836314593695
653,73.36583202896878
654,75.85541808130087
655,73.64737667362972
656,70.14856233463338
657,71.61817480573988
658,72.41040169921544
659,75.49663444810874
660,74.30593264693151
661,74.42164966988234
662,71.93135426553992
663,72.95855683554743
664,72.98929944787739
665,74.69022883272902
666,72.98315368268014
667,76.19096772611577
668,73.9457957652182
669,73.63185133954563
670,72.98595742041927
671,73.15749028647245
672,73.2352485304517
673,73.01168371514542
674,70.35000948664727
675,73.51932614915806
676,69.05616690267587
677,72.78958126739795
678,71.5331169315077
679,71.48980791014519
680,75.50944921895987
681,73.17847581640127
682,73.53969018910118
683,73.3475223883232
684,72.7621985143656
685,74.25867483575611
686,74.43783804228153
687,71.27644734968403
688,71.27425051351409
689,71.8104154823746
690,73.28369867175323
691,73.41980734597058
692,73.47561601198771
693,74.1809856072971
694,71.24242368021756
695,73.86648637441353
696,74.79992511257274
697,73.1433101834139
698,73.02589106064599
699,71.10178258801744
700,71.93608210480373
701,70.22081834700877
702,71.37801287288843
703,74.5514106344468
704,76.2615940684972
705,72.85517362347154
706,75.30521376661821
707,71.1906757750385
708,76.69213640925526
709,74.25388751505841
710,74.69677181196957
711,73.99089699377433
712,73.59195785992755
713,73.36233364415278
714,73.66737998693985
715,72.39268126237815
716,75.7762846237143
717,71.90227256421308
718,75.30403546689406
719,73.82175665363933
720,72.90108654518441
721,72.48291667986264
722,74.74068424368078
723,74.96574211371842
724,75.17878838569767
725,76.06261225132396
726,74.00926448627929
727,75.35748558053044
728,74.75606708151969
729,73.88963641725533
730,75.37806838230436
731,73.9703493122143
732,75.85252516085399
733,75.66325468787807
734,75.41721854632341
735,75.40620079048524
736,75.55975823959308
737,75.74410963126778
738,75.07681184203166
739,75.09800231223889
740,75.72125410749608
741,73.5774267394951
742,75.59816271601514
743,76.83885040703822
744,74.74658257372029
745,75.81043612950626
746,75.25594596170508
747,74.21956334410318
748,73.96586376702517
749,74.5729762795063
750,73.5621776724967
751,75.00313217871427
752,76.08670014371286
753,74.03018454244877
754,75.6474940721208
755,75.52170304112752
756,75.68349373081536
757,74.3789935815405
758,73.72485290993399
759,74.36608105916157
760,76.54565506029714
761,75.45384361766371
762,75.04654045233248
763,75.60438703040953
764,75.89149774108981
765,74.9442795556381
766,75.102083168177
767,75.60700526974603
768,73.48598229176375
769,75.44831669691307
770,72.31969806019042
771,75.99696454423005
772,76.04071079132709
773,74.7702423170847
774,74.45530521657177
775,75.16781607041622
776,75.91252012165229
777,73.63509728609563
778,73.37297844937947
779,74.42872920164507
780,74.96251058394664
781,75.3136228020966
782,74.89230770758232
783,72.41556735867125
784,73.60777993016761
785,73.66466880112041
786,74.48211604218334
787,74.32986727226407
788,71.09921766843345
789,73.33015676655386
790,74.17569431681387
791,74.86038443525369
792,75.10327690321526
793,72.68166361795429
794,72.62362208196721
795,73.12068633276228
796,72.80627138627852
797,74.2070969792503
798,70.7201056337641
799,73.67796155421871
800,72.11201275411659
801,70.02052489609774
802,73.1546585485168
803,68.83051282493592
804,72.49529949880342
805,72.13672558776703
806,72.54086783853589
807,70.49438199899826
808,71.42856872429708
809,70.3658355616444
810,70.34031405557016
811,73.51591542536524
812,69.25942677123848
813,70.94120702587254
814,72.42916174643152
815,73.33776447034631
816,70.36678060979742
817,70.14973048449376
818,71.21477654755003
819,72.72794557388664
820,69.77391239073324
821,69.81081522342305
822,70.77229912575773
823,70.78047067645629
824,69.29065266706647
825,69.63818171911198
826,71.08277735861971
827,71.2708244193792
828,69.40006904085628
829,72.17576814752644
830,69.97006005125274
831,70.94769501280338
832,72.92255380135826
833,71.36918334068054
834,70.53732679499886
835,70.82293511005348
836,71.5146130023624
837,69.14445023473885
838,67.75063817407522
839,68.82199764570309
840,69.8501058143951
841,71.20902205097134
842,69.49500937876527
843,70.57916478139262
844,72.23123584029413
845,71.17726473574048
846,71.7419202918642
847,68.72853698868074
848,69.55404836314483
849,71.10952675146248
850,70.4505844980833
851,72.55336476407297
852,73.69701595151678
853,68.38608074659561
854,71.05868954640833
855,71.4633472491921
856,69.18756463764082
857,69.69660484537864
858,71.51031960111884
859,71.32655405450173
860,71.44244205095785
861,70.21036760596097
862,71.03066584791773
863,71.86223121757772
864,71.64194065604285
865,70.65669696572562
866,70.79601966307452
867,70.82427765385734
868,72.50700224468544
869,69.29065644982522
870,73.02890425126876
871,74.66333777783251
872,71.8388153200979
873,74.10993338415267
874,73.19984993041872
875,72.51057489254046
876,71.18127697712487
877,71.90170427379933
878,71.41216265648114
879,73.17106425636972
880,73.85461809985254
881,71.88397772112899
882,69.91166734440075
883,72.0675584293818
884,73.02154015034539
885,74.5405328588847
886,73.04661508286462
887,71.22711159311186
888,73.73192560620885
889,74.3127569961426
890,71.13862987762526
891,70.3879080167111
892,72.3641897342121
893,70.64892499635108
894,71.94635347229219
895,69.15595997695456
896,74.74584002576147
897,72.08316253372982
898,73.20240064328225
899,73.0081046966107
900,74.11879484979882
901,72.40559248910785
902,71.65691154628941
903,73.07908114413951
904,71.67039458942551
905,72.29385569013407
906,71.70986633842696
907,73.63824960737556
908,72.2257835428793
909,73.15155621679459
910,71.87806728369426
911,70.983677136047
912,70.82881275166326
913,72.3647046063208
914,73.75287156881053
915,71.36220013633461
916,73.64524567860559
917,72.30621420846872
918,73.00566791752124
919,71.69502895576488
920,72.17785266481131
921,68.55599012767165
922,73.03041831531108
923,70.70261534840922
924,74.27041600808838
925,70.90900216350421
926,73.32937087131288
927,70.69088738883127
928,70.43962825412115
929,73.41326856624171
930,71.12495166938064
931,69.5056063793924
932,71.18378569954984
933,74.96392042638247
934,70.23968418392484
935,72.40154563612406
936,69.28040056263717
937,70.11064918389239
938,72.08996559407605
939,72.24914102743809
940,71.6692362819307
941,69.59803445667265
942,71.72526298046272
943,69.96852419366475
944,70.86498406099241
945,69.04454957759448
946,71.87830263438283
947,70.68339828356561
948,70.58609468741813
949,71.17056803632799
950,72.97961285860153
951,70.26874067363833
952,69.41353662361578
953,69.42134720758492
954,71.2463733680114
955,70.98304300196718
956,69.46277809129549
957,68.84171224921302
958,69.47580002673541
959,68.86974970021384
960,70.0517945094274
961,68.9495887634881
962,68.26764653779799
963,68.93266590215619
964,71.0449939277793
965,68.74983006523946
966,69.19982106068566
967,69.58448342498328
968,70.56921192929937
969,69.41224059356395
970,68.86982346436488
971,68.61412867360812
972,67.60392807787633
973,71.40723143535483
974,68.38500541726916
975,69.38539780101517
976,69.75564416376679
977,70.48836155184893
978,68.94792226535387
979,71.44256646093298
980,68.1529950120935
981,69.16910558886508
982,70.31890341379953
983,69.27575818155269
984,69.64072780818972
985,68.96483763154932
986,69.2155711275306
987,70.27326166961547
988,70.86855566588773
989,70.60644571304937
990,71.85001228722975
991,69.40161538372945
992,69.52145203381392
993,68.084905760381
994,68.78679941021014
995,72.04632786313306
996,69.96974938394534
997,71.57320408824508
998,70.59747266570103
999,70.98192187962029
1000,71.63939783662266
1001,71.35732129221232
1002,68.5802508158455
1003,72.33205505052969
1004,71.94359453630197
1005,72.45019303808152
1006,71.89125377664061
1007,69.31421316539362
1008,70.2766859982344
1009,71.13507416726058
1010,72.06173736632797
1011,73.46188688947669
1012,71.85279854147022
1013,70.22912685312355
1014,71.78741082458072
1015,71.1415310670858
1016,71.93255616042134
1017,72.98805397818872
1018,70.56819429081129
1019,71.46585466798871
1020,73.93510956508007
1021,72.64008423093534
1022,73.36392750899427
1023,71.84369657096823
1024,71.88489411935426
1025,72.89939235095822
1026,72.89405265810515
1027,71.33652133301587
1028,71.34119674675678
1029,73.78808747787258
1030,74.30344712501454
1031,73.53527176503033
1032,74.45619049920747
1033,72.51084461493538
1034,72.77467443949148
1035,72.53963683711409
1036,73.80286398653483
1037,73.04532159437647
1038,74.33306233357331
1039,75.47845783346978
1040,73.96400882014873
1041,74.25402850312335
1042,74.36033997343431
1043,74.48639622185199
1044,74.24153132581208
1045,73.92206909089633
1046,72.07671320312534
1047,74.32214200166858
1048,73.09181285079654
1049,73.29611128568337
1050,74.7651057779812
1051,75.40318158412175
1052,75.34453199965562
1053,73.57458168449003
1054,74.05166970516848
1055,74.62557296178068
1056,75.2406864445582
1057,72.37739129797919
1058,72.46791445735555
1059,75.4545167848924
1060,73.84458767909534
1061,74.04806689416006
1062,75.13924275585302
1063,75.71891598671085
1064,73.99233296656242
1065,73.30176226714686
1066,75.38282556406004
1067,73.48055220591868
1068,74.41853478979621
1069,74.54312047456771
1070,74.01801792088905
1071,74.00189470506497
1072,73.83184446659267
1073,73.49987664317725
1074,75.64102209309667
1075,73.49265594343142
1076,73.40311293680737
1077,74.13496768004165
1078,74.17201388570213
1079,72.37706573648393
1080,73.73286250166912
1081,75.99337561535921
1082,74.02519617502637
1083,72.81811268987482
1084,72.67931444757453
1085,72.79142081741135
1086,74.08735435427246
1087,73.47288606356781
1088,72.14147708738713
1089,72.78972255960852
1090,75.21579746224006
1091,73.55289663130642
1092,72.83932961337304
1093,71.25174058130379
1094,73.37720529127667
1095,72.92463500499731
1096,72.34181265543059
1097,72.35324354259672
1098,72.28399324318663
1099,72.62000645935105
1100,72.55919515932781
1101,73.96820435476197
1102,71.83081837222478
1103,74.02863919102683
1104,75.93643092853112
1105,72.7115914201402
1106,72.75740586195924
1107,73.13192353860134
1108,72.50547670114835
1109,72.22724295407885
1110,73.62369265481028
1111,69.15318679100507
1112,72.58097388379682
1113,71.94024448939396
1114,73.40265630357516
1115,72.81509292960801
1116,70.86881284556928
1117,73.32955701319526
1118,72.96103948431472
1119,72.98083590810673
1120,72.90850471815273
1121,73.28319083394453
1122,73.25902585907181
1123,73.68283831266851
1124,71.58721690689165
1125,71.77266096970835
1126,72.46594484525201
1127,72.33008946549518
1128,72.9427578122328
1129,71.86952937045726
1130,73.82967242885749
1131,72.03426972549778
1132,71.89870510918179
1133,72.76931949245684
1134,70.86524300296136
1135,71.76105041853712
1136,73.47517141827664
1137,71.823302348232
1138,73.51500560446706
1139,74.7332519003215
1140,72.93281022006693
1141,72.48884718051302
1142,74.1715053774792
1143,76.19620798358939
1144,73.23785111679697
1145,71.95900733670008
1146,73.5169368790396
1147,74.21183401408145
1148,75.34747639301203
1149,74.21468145699198
1150,74.48250072276711
1151,73.46896116752447
1152,74.16883314741541
1153,73.70406020418197
1154,75.62362349767037
1155,74.98078225691002
1156,74.71556505870687
1157,74.84391172945189
1158,74.41828769483917
1159,74.99216047491302
1160,76.22409481968587
1161,76.04432879548072
1162,75.61603007813221
1163,75.15052022511607
1164,75.9302768621595
1165,75.17633170225555
1166,75.27807259193322
1167,73.35679460354132
1168,74.5918295526473
1169,75.77337579548849
1170,76.16337238230116
1171,76.31110357202171
1172,74.97681335436525
1173,76.18521531174537
1174,75.1828777235696
1175,76.18820476304876
1176,75.4883068527167
1177,75.40529405356634
1178,75.54968963267606
1179,75.83569076212551
1180,75.72794299894291
1181,76.02045958769786
1182,75.67944172600778
1183,75.88570004232999
1184,74.71883317060235
1185,76.65074263129748
1186,75.9903698101328
1187,76.01123294640603
1188,75.40959359234557
1189,76.35769065772062
1190,76.21923786940486
1191,76.33643061798341
1192,75.82297964452948
1193,76.050928147631
1194,75.38044646217305
1195,75.4036953252578
1196,76.0866708321852
1197,75.8883988726826
1198,75.19954801076175
1199,75.94837261992548
1200,75.1375036677759
1201,76.01044324414798
1202,75.3699176174137
1203,75.81240180983804
1204,76.41844637064106
1205,75.44427102153148
1206,76.24911087424839
1207,76.79027034328419
1208,75.49807616915943
1209,75.18844314663056
1210,76.49366725829455
1211,75.84007623837257
1212,75.58242854918498
1213,75.19616948644097
1214,76.41285118095702
1215,75.90498048249925
1216,75.70030077962105
1217,74.89406904433525
1218,75.28802142377492
1219,75.57355813977948
1220,75.20093782405813
1221,76.18662314728839
1222,74.17772953306653
1223,74.8366512954501
1224,75.47287553830634
1225,75.88358216678472
1226,75.08257468682373
1227,73.83457926449509
1228,75.61084030707926
1229,75.40137040348665
1230,74.93936594766015
1231,75.49049953957073
1232,74.29117671206936
1233,74.96113440062874
1234,74.52588622255128
1235,74.25039696289028
1236,73.74467190863379
1237,74.15161975533051
1238,75.64866500907208
1239,73.54687965999025
1240,75.15624913346214
1241,74.84916061648666
1242,74.87855296252368
1243,74.63256236068709
1244,72.79011309317615
1245,74.43921754407886
1246,74.26190446328367
1247,71.94044109803531
1248,73.62425443068207
1249,72.05700594773748
1250,74.35568760746061
1251,74.91417520237204
1252,73.26250171102095
1253,73.60235191442919
1254,72.73056915031619
1255,73.33114079989136
1256,73.50079941959169
1257,71.9157655364715
1258,74.24325659673035
1259,73.29453550774303
1260,72.8422140212541
1261,72.38849315563935
1262,72.90624553839868
1263,71.71333373322892
1264,71.62740387119133
1265,73.29168240108201
1266,72.08808203814799
1267,71.76067813239477
1268,73.2577269365031
1269,72.50916043936766
1270,74.25180975738773
1271,73.79093675105773
1272,71.9341454996732
1273,73.327462080974
1274,74.25285862218443
1275,71.24349147763151
1276,71.78560530482805
1277,73.10318490407195
1278,76.09822645508905
1279,72.69889155716758
1280,73.83876334231893
1281,74.81086915676937
1282,73.49473014813965
1283,73.44970277268246
1284,72.40759709727914
1285,71.94507496638636
1286,73.93532517870918
1287,74.90625920413933
1288,73.90689689170577
1289,72.85777219670175
1290,74.1861712261707
1291,73.28044516112952
1292,73.03449562289232
1293,74.05078322545904
1294,73.55839631431208
1295,72.87598393539822
1296,74.04830756441521
1297,73.12231925169365
1298,74.85540946003839
1299,72.88308706570645
1300,73.42451523308749
1301,74.52190709342808
1302,72.5273944361423
1303,74.26253299583072
1304,74.19433740665363
1305,74.5211218560693
1306,72.75537957243309
1307,75.35090883898368
1308,75.73209926847385
1309,72.54142064461885
1310,75.6242359149982
1311,73.83128094439168
1312,74.95836288564442
1313,75.82011567710546
1314,73.15985238377434
1315,74.8330570521277
1316,73.6169553839559
1317,74.58736277594429
1318,73.88979535083634
1319,73.74992423825684
1320,75.07690606888096
1321,73.7982443799032
1322,74.10843041090165
1323,73.30671944532853
1324,73.7820240846805
1325,74.89883553495366
1326,75.0202731547779
1327,74.5678091185711
1328,75.3502093815362
1329,75.70472918433329
1330,73.67374709868034
1331,75.4387275968778
1332,73.89801684734435
1333,75.10569004858384
1334,75.16160921789469
1335,73.43515326750881
1336,75.88530462796598
1337,74.70319732143862
1338,75.24587793607591
1339,74.62388219455367
1340,74.31048960501619
1341,73.57059479214833
1342,74.39370060680106
1343,74.1490249668616
1344,75.32313712707301
1345,72.78476866335821
1346,75.35386865244719
1347,75.01912317839596
1348,74.52274735112348
1349,73.9504264305871
1350,73.41810267818184
1351,73.20457750202492
1352,73.25102228423732
1353,75.42398613046977
1354,74.0734811826663
1355,74.2308551113575
1356,74.42462809941485
1357,72.32162434816654
1358,74.400979013789
1359,73.44709383078411
1360,73.10505120094938
